id,pred
comment_0,0.117853660178
comment_1,0.466436083759
comment_2,0.717656412915
comment_3,0.0135623930596
comment_4,0.994585864216
comment_5,0.0796221913375
comment_6,0.452354312268
comment_7,0.429844029621
comment_8,0.878003193713
comment_9,0.980279000122
comment_10,0.831086999995
comment_11,0.736362098973
comment_12,0.40981162478
comment_13,0.0240658103537
comment_14,0.985223470841
comment_15,0.050726850668
comment_16,0.216095863931
comment_17,0.525345469506
comment_18,0.00941678745679
comment_19,0.382330383845
comment_20,0.0612734286623
comment_21,0.721569327534
comment_22,0.999999810386
comment_23,0.991271687179
comment_24,0.0776384843384
comment_25,0.512492040915
comment_26,0.592514779572
comment_27,0.780552512945
comment_28,0.0593973856241
comment_29,0.0389558402299
comment_30,0.958450512939
comment_31,0.207624963055
comment_32,0.778959318174
comment_33,0.0910735662458
comment_34,0.342388298556
comment_35,0.234585652304
comment_36,0.00265921079151
comment_37,0.930803775236
comment_38,0.996345582298
comment_39,0.932979298141
comment_40,0.0479862560254
comment_41,0.474294649609
comment_42,0.19605382377
comment_43,0.117265480448
comment_44,0.135224688333
comment_45,0.0974254221517
comment_46,0.0494833257441
comment_47,0.022423163494
comment_48,0.46698449175
comment_49,0.227628784526
comment_50,0.8765371037
comment_51,0.0262655434262
comment_52,0.788572111958
comment_53,0.891507489194
comment_54,0.95844183403
comment_55,0.490793357304
comment_56,0.682429739324
comment_57,0.371567313961
comment_58,0.358944168061
comment_59,0.66460423825
comment_60,0.160728343635
comment_61,0.0129244713709
comment_62,0.536468232259
comment_63,0.0181385819877
comment_64,0.0614350642254
comment_65,0.016795614037
comment_66,0.569875490692
comment_67,0.889299396332
comment_68,0.849632027844
comment_69,0.993583561595
comment_70,0.743088329186
comment_71,0.951927571986
comment_72,0.171235347979
comment_73,0.0479512128215
comment_74,0.466436083759
comment_75,0.724102628852
comment_76,0.0333954942947
comment_77,0.0566863671427
comment_78,0.382959675368
comment_79,0.0884511606741
comment_80,0.119041855164
comment_81,0.0566929210944
comment_82,0.544584182594
comment_83,0.714698725595
comment_84,0.960380046429
comment_85,0.996956316389
comment_86,0.611316484259
comment_87,0.408096549897
comment_88,0.95772088908
comment_89,0.94310483698
comment_90,0.0817925479412
comment_91,0.782606657369
comment_92,0.0424251653106
comment_93,0.557367720468
comment_94,0.423907629937
comment_95,0.212329822459
comment_96,0.20121551283
comment_97,0.963546111121
comment_98,0.736334148393
comment_99,0.903869553729
comment_100,0.226601856442
comment_101,0.358710560265
comment_102,0.409415733071
comment_103,0.217975069101
comment_104,0.0061461828511
comment_105,0.660300528635
comment_106,0.996419057038
comment_107,0.994967719899
comment_108,0.0393730002125
comment_109,0.0986443204696
comment_110,0.0167479125387
comment_111,0.110127524231
comment_112,0.109192864449
comment_113,0.0646593084364
comment_114,0.0234078079521
comment_115,0.888433201119
comment_116,0.19066751997
comment_117,0.982160207703
comment_118,0.999997028521
comment_119,0.13614543555
comment_120,0.878914968485
comment_121,0.994727269433
comment_122,0.167746382524
comment_123,0.999989636226
comment_124,0.212333921959
comment_125,0.963641486836
comment_126,0.111622667698
comment_127,0.824197456381
comment_128,0.30135925017
comment_129,0.895524275915
comment_130,0.127244833052
comment_131,0.0745783460987
comment_132,0.0648262430146
comment_133,0.98170605213
comment_134,0.123873690072
comment_135,0.958478773908
comment_136,0.830041536673
comment_137,0.452132339128
comment_138,0.0490595067159
comment_139,0.961968840987
comment_140,0.346829522395
comment_141,0.951995198382
comment_142,0.0154912688763
comment_143,0.739393118497
comment_144,0.915757144457
comment_145,0.0462905248767
comment_146,0.00902088462222
comment_147,0.478899960993
comment_148,0.510738926409
comment_149,0.105530570761
comment_150,0.20049261545
comment_151,0.801544165828
comment_152,0.154954003516
comment_153,0.271591309196
comment_154,0.861061135049
comment_155,0.00795843399736
comment_156,0.537140801919
comment_157,0.0145107005363
comment_158,0.975100868331
comment_159,0.0156037614404
comment_160,0.990833495876
comment_161,0.0103747625753
comment_162,0.999999979192
comment_163,0.915107084954
comment_164,0.404946663587
comment_165,0.673954104525
comment_166,0.0056347030992
comment_167,0.964212154718
comment_168,0.0353077931256
comment_169,0.596054442679
comment_170,0.159831161168
comment_171,0.0316195229598
comment_172,0.405088463484
comment_173,0.0696530515362
comment_174,0.0379251677301
comment_175,0.12127755275
comment_176,0.0566551393656
comment_177,0.242603710943
comment_178,0.999990863804
comment_179,0.680635977909
comment_180,0.939810526472
comment_181,0.80421722398
comment_182,0.748636534542
comment_183,0.4348894326
comment_184,0.737308852779
comment_185,0.13021960215
comment_186,0.994991299698
